,Episode Name,Japanese Airdate,English Airdate,Char List,Opening,Ending,Arc,Rating
205,"""Genjutsu or Reality?""",19 October 2006,3 January 2009,"['Naruto Uzumaki', 'Sakura Haruno', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Kurenai Yūhi', 'Yakumo Kurama', 'Unkai', 'Might Guy', 'Konoha Anbu', 'Medical ninja']","""Swaying""","""Scenario""",Yakumo Kurama Rescue Mission,3.6
206,"""The Supposed Sealed Ability""",26 October 2006,10 January 2009,"['Naruto Uzumaki', 'Sakura Haruno', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Kurenai Yūhi', 'Yakumo Kurama', 'Unkai', 'Might Guy', 'Third Hokage: Sarutobi', 'Murakumo Kurama', 'Uroko Kurama']","""Swaying""","""Scenario""",Yakumo Kurama Rescue Mission,3.8
207,"""The Weight of the Prized Artefact!""",2 November 2006,24 January 2009,"['Naruto Uzumaki', 'Kiba Inuzuka', 'Fifth Hokage: Tsunade', ""Shin'emon"", 'Band of thieves: boss', 'Worker', 'Rōnin', 'Mistress']","""Swaying""","""Scenario""",None,2.9
208,"""The Enemy: Ninja Dropouts""",9 November 2006,31 January 2009,"['Naruto Uzumaki', 'Sakura Haruno', 'Rock Lee', 'Fifth Hokage: Tsunade', 'Shizune', 'Gantetsu', 'Todoroki', 'Akio', 'Akio (child)', 'Shura', 'Monju', 'Toki', 'Tsuzumi', 'Child']","""Swaying""","""Scenario""",Gantetsu Escort Mission,3.4
209,"""The Bewildering Forest""",16 November 2006,25 October 2009,"['Naruto Uzumaki', 'Sakura Haruno', 'Rock Lee', 'Gantetsu', 'Todoroki', 'Shura', 'Toki', 'Tsuzumi']","""Swaying""","""Scenario""",Gantetsu Escort Mission,3.7
210,"""Memory of Flames""",30 November 2006,25 October 2009,"['Naruto Uzumaki', 'Sakura Haruno', 'Rock Lee', 'Gantetsu', 'Todoroki', 'Akio', 'Monju', 'Teacher', 'Boys']","""Swaying""","""Scenario""",Gantetsu Escort Mission,3.6
211,"""To Each His Own Path""",7 December 2006,8 November 2009,"['Naruto Uzumaki', 'Sakura Haruno', 'Rock Lee', 'Gantetsu', 'Todoroki', 'Akio', 'Akio (child)', 'Shura', 'Monju', 'Boys and girls']","""Swaying""","""Scenario""",Gantetsu Escort Mission,3.9
212,"""Vanished Memories""",14 December 2006,8 November 2009,"['Naruto Uzumaki', 'Sakura Haruno', 'Menma', 'Fifth Hokage: Tsunade', 'Shizune', 'Fuki', ""Fuki's father"", 'Shiin', 'Teuchi', 'Thief', 'Medical team', 'Woman']","""Swaying""","""Scenario""",Menma Memory Search Mission,3.7
213,"""Bringing Back Reality""",21 December 2006,15 November 2009,"['Naruto Uzumaki', 'Neji Hyūga', 'Tenten', 'Menma', 'Fifth Hokage: Tsunade', 'Shizune', 'Teuchi', 'Shiin', 'Fuki', 'Nan', 'Ran']","""Swaying""","""Scenario""",Menma Memory Search Mission,3.9
214,"""A Past to Be Erased""",21 December 2006,15 November 2009,"['Naruto Uzumaki', 'Neji Hyūga', 'Tenten', 'Menma', 'Fifth Hokage: Tsunade', 'Shizune', 'Shiin', 'Fuki', 'Nan', 'Ran', 'Thieves']","""Swaying""","""Scenario""",Menma Memory Search Mission,4.4
215,"""The Targeted Shukaku""",11 January 2007,22 November 2009,"['Naruto Uzumaki', 'Sakura Haruno', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Kiba Inuzuka', 'Rock Lee', 'Gaara', 'Temari', 'Kankurō', 'Baki', 'Matsuri', 'Hōki', 'Ryūgan', 'Suiko', 'Kujaku', 'Kakashi Hatake', 'Pakkun', 'Shizune', 'Suna senior', 'Bodyguard ninja', 'Fifth Hokage: Tsunade']","""Swaying""","""Scenario""",Sunagakure Support Mission,4.1
216,"""Sand Alliance With the Leaf Shinobi""",18 January 2007,22 November 2009,"['Naruto Uzumaki', 'Sakura Haruno', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Gaara', 'Temari', 'Kankurō', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Rock Lee', 'Neji Hyūga', 'Matsuri', 'Hōki', 'Ryūgan', 'Suiko', 'Kujaku']","""Swaying""","""Scenario""",Sunagakure Support Mission,4.2
217,"""Sealed Sand: The Counterattack!""",25 January 2007,29 November 2009,"['Naruto Uzumaki', 'Sakura Haruno', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Gaara', 'Temari', 'Kankurō', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Rock Lee', 'Neji Hyūga', 'Matsuri', 'Hōki', 'Ryūgan', 'Suiko', 'Kujaku']","""Swaying""","""Scenario""",Sunagakure Support Mission,4.2
218,"""The Ultimate Weapon Reborn""",1 February 2007,29 November 2009,"['Naruto Uzumaki', 'Sakura Haruno', 'Shikamaru Nara', 'Fifth Hokage: Tsunade', 'Kakashi Hatake', 'Ino Yamanaka', 'Rock Lee', 'Neji Hyūga', 'Hinata Hyūga', 'Shino Aburame', 'Gaara', 'Temari', 'Matsuri', 'Hōki', 'Seimei']","""Swaying""","""Scenario""",Sunagakure Support Mission,4.0
219,"""Departure """,8 February 2007,6 December 2009,"['Naruto Uzumaki', 'Sakura Haruno', 'Kakashi Hatake', 'Iruka', 'Fifth Hokage: Tsunade', 'Jiraiya', 'Shikamaru Nara', 'Chōji Akimichi', 'Ino Yamanaka', 'Gaara', 'Temari', 'Kankurō', 'Matsuri', 'Rock Lee', 'Neji Hyūga', 'Tenten', 'Kiba Inuzuka', 'Hinata Hyūga', 'Shino Aburame', 'Seimei']","""Swaying""","""Scenario""",Sunagakure Support Mission,4.4
